商品統計表,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
商品名稱,淨利,毛利,獲利因子,毛損,總交易成本,最大投入金額,總交易次數,獲利交易次數,勝率,虧損交易次數,平均交易,平均獲利交易,平均獲利虧損比,平均虧損交易,最大獲利交易,最大虧損交易,最大區間獲利,最大區間虧損,全部交易的平均持倉K線根數,獲利交易的平均持倉K線根數,回測K線根數,虧損交易的平均持倉K線根數,時間加權報酬,最大投入報酬率,買進持有報酬,大盤指數報酬
,-0.01%,0.11%,,-0.12%,0.00%,,,,,,-0.00%,0.02%,,-0.01%,0.05%,-0.03%,0.10%,-0.06%,,,,,-10.09%,-3.40%,-2.61%,165.57%
Rockwell Automation(ROK.US),-4,210,-0.98,-215,0,436.05,34,8,23.53%,26,-0,26,3.19,-8,79,-25,96,-93,11.38,21.50,752,8.27,0,-4,"48,002","165,565"
,-0.00%,0.21%,,-0.21%,0.00%,,,,,,-0.00%,0.03%,,-0.01%,0.08%,-0.03%,0.10%,-0.09%,,,,,0.00%,-0.98%,48.00%,165.57%
Rollins(ROL.US),-4,22,-0.84,-26,0,60.92,25,10,40.00%,15,-0,2,1.25,-2,5,-8,19,-14,14.88,23.40,752,9.20,"-8,251",-4,"39,275","165,565"
,-0.00%,0.02%,,-0.03%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.02%,-0.01%,,,,,-8.25%,-7.11%,39.27%,165.57%
Roper Technologies(ROP.US),-102,173,-0.63,-275,0,600.18,32,9,28.13%,23,-3,19,1.61,-12,56,-36,69,-183,11.69,20.56,752,8.22,"-15,731",-102,"-18,416","165,565"
,-0.10%,0.17%,,-0.27%,0.00%,,,,,,-0.00%,0.02%,,-0.01%,0.06%,-0.04%,0.07%,-0.18%,,,,,-15.73%,-16.92%,-18.42%,165.57%
"Ross Stores, Inc.(ROST.US)",33,93,1.55,-60,0,192.69,30,14,46.67%,16,1,7,1.77,-4,17,-11,54,-29,12.67,19.00,752,7.13,"22,423",33,"113,066","165,565"
,0.03%,0.09%,,-0.06%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.05%,-0.03%,,,,,22.42%,17.07%,113.07%,165.57%
Republic Services(RSG.US),4,91,1.05,-87,0,211.13,33,12,36.36%,21,0,8,1.84,-4,26,-9,74,-70,12.09,20.00,752,7.57,"7,818",4,"48,042","165,565"
,0.00%,0.09%,,-0.09%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.03%,-0.01%,0.07%,-0.07%,,,,,7.82%,1.99%,48.04%,165.57%
RTX(RTX.US),21,72,1.40,-52,0,180.72,29,11,37.93%,18,1,7,2.29,-3,21,-8,52,-20,12.28,19.27,752,8.00,"16,574",21,"76,722","165,565"
,0.02%,0.07%,,-0.05%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.05%,-0.02%,,,,,16.57%,11.40%,76.72%,165.57%
Revvity(RVTY.US),18,80,1.29,-62,0,117.85,24,9,37.50%,15,1,9,2.16,-4,20,-9,31,-34,14.71,25.00,752,8.53,"19,085",18,"-29,240","165,565"
,0.02%,0.08%,,-0.06%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.03%,-0.03%,,,,,19.09%,15.49%,-29.24%,165.57%
EchoStar(SATS.US),78,117,2.96,-40,0,45.48,27,12,44.44%,15,3,10,3.70,-3,39,-11,99,-27,14.04,21.83,752,7.80,"217,177",78,"608,512","165,565"
,0.08%,0.12%,,-0.04%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.04%,-0.01%,0.10%,-0.03%,,,,,217.18%,170.95%,608.51%,165.57%
SBA Communications(SBAC.US),-31,135,-0.81,-166,0,261,31,9,29.03%,22,-1,15,1.99,-8,47,-21,62,-105,12.97,23.78,752,8.55,"-13,445",-31,"-17,432","165,565"
,-0.03%,0.14%,,-0.17%,0.00%,,,,,,-0.00%,0.02%,,-0.01%,0.05%,-0.02%,0.06%,-0.11%,,,,,-13.45%,-11.87%,-17.43%,165.57%
Starbucks(SBUX.US),7,66,1.13,-59,0,107.32,31,9,29.03%,22,0,7,2.75,-3,20,-11,46,-24,12.55,22.89,752,8.32,"7,781",7,"-8,014","165,565"
,0.01%,0.07%,,-0.06%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.05%,-0.02%,,,,,7.78%,6.90%,-8.01%,165.57%
Charles Schwab(SCHW.US),38,69,2.22,-31,0,59.68,26,10,38.46%,16,1,7,3.55,-2,18,-4,48,-11,15.00,22.20,752,10.50,"79,005",38,"70,941","165,565"
,0.04%,0.07%,,-0.03%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.00%,0.05%,-0.01%,,,,,79.01%,63.84%,70.94%,165.57%
Sherwin-Williams(SHW.US),109,262,1.71,-153,0,314.98,30,15,50.00%,15,4,17,1.71,-10,71,-24,132,-64,13.63,19.13,752,8.13,"42,982",109,"42,909","165,565"
,0.11%,0.26%,,-0.15%,0.00%,,,,,,0.00%,0.02%,,-0.01%,0.07%,-0.02%,0.13%,-0.06%,,,,,42.98%,34.63%,42.91%,165.57%
J. M. Smucker(SJM.US),-78,34,-0.30,-112,0,189.01,34,7,20.59%,27,-2,5,1.16,-4,13,-15,23,-83,13.62,25.86,752,10.44,"-46,381",-78,"-37,217","165,565"
,-0.08%,0.03%,,-0.11%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.02%,-0.08%,,,,,-46.38%,-41.36%,-37.22%,165.57%
SLB(SLB.US),5,26,1.22,-22,0,62.31,25,10,40.00%,15,0,3,1.83,-1,6,-2,15,-11,14.44,19.40,752,11.13,"9,106",5,"9,787","165,565"
,0.00%,0.03%,,-0.02%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.01%,-0.01%,,,,,9.11%,7.49%,9.79%,165.57%
Super Micro Computer(SMCI.US),24,113,1.28,-89,0,37.27,31,11,35.48%,20,1,10,2.32,-4,54,-15,81,-65,14.71,21.36,752,11.05,"129,244",24,"199,251","165,565"
,0.02%,0.11%,,-0.09%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.05%,-0.02%,0.08%,-0.07%,,,,,129.24%,65.66%,199.25%,165.57%
Snap-On(SNA.US),22,165,1.15,-143,0,380.03,33,15,45.45%,18,1,11,1.38,-8,35,-32,83,-79,12.42,17.40,752,8.28,"8,514",22,"45,824","165,565"
,0.02%,0.16%,,-0.14%,0.00%,,,,,,0.00%,0.01%,,-0.01%,0.03%,-0.03%,0.08%,-0.08%,,,,,8.51%,5.78%,45.82%,165.57%
Sandisk(SNDK.US),690,744,13.80,-54,0,288.48,7,5,71.43%,2,99,149,5.52,-27,313,-52,690,-207,21.43,28.00,298,5.00,"1,373,730",690,"2,692,556","165,565"
,0.69%,0.74%,,-0.05%,0.00%,,,,,,0.10%,0.15%,,-0.03%,0.31%,-0.05%,0.69%,-0.21%,,,,,1373.73%,239.07%,2692.56%,165.57%
Synopsys(SNPS.US),205,603,1.52,-398,0,542.48,30,14,46.67%,16,7,43,1.73,-25,121,-76,220,-153,13.00,19.79,752,7.06,"55,914",205,"27,039","165,565"
,0.21%,0.60%,,-0.40%,0.00%,,,,,,0.01%,0.04%,,-0.02%,0.12%,-0.08%,0.22%,-0.15%,,,,,55.91%,37.86%,27.04%,165.57%
Southern(SO.US),-6,34,-0.86,-39,0,107.44,28,7,25.00%,21,-0,5,2.58,-2,10,-7,16,-22,14.89,38.14,752,7.14,"-6,685",-6,"24,722","165,565"
,-0.01%,0.03%,,-0.04%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.02%,-0.02%,,,,,-6.68%,-5.13%,24.72%,165.57%
Solventum(SOLV.US),-4,41,-0.91,-45,0,78.56,21,7,33.33%,14,-0,6,1.81,-3,11,-9,23,-22,14.38,25.43,520,8.86,"-3,594",-4,"-24,097","165,565"
,-0.00%,0.04%,,-0.05%,0.00%,,,,,,-0.00%,0.01%,,-0.00%,0.01%,-0.01%,0.02%,-0.02%,,,,,-3.59%,-5.33%,-24.10%,165.57%
Simon Property Group Inc.(SPG.US),51,105,1.93,-55,0,162.85,30,15,50.00%,15,2,7,1.93,-4,36,-20,61,-35,13.43,19.00,752,7.87,"41,359",51,"82,055","165,565"
,0.05%,0.11%,,-0.05%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.04%,-0.02%,0.06%,-0.03%,,,,,41.36%,31.05%,82.05%,165.57%
S&P Global(SPGI.US),167,277,2.52,-110,0,458.61,26,13,50.00%,13,6,21,2.52,-8,55,-24,191,-54,15.12,19.92,752,10.31,"41,542",167,"27,295","165,565"
,0.17%,0.28%,,-0.11%,0.00%,,,,,,0.01%,0.02%,,-0.01%,0.06%,-0.02%,0.19%,-0.05%,,,,,41.54%,36.48%,27.30%,165.57%
Sempra(SRE.US),-11,39,-0.78,-50,0,105.64,30,12,40.00%,18,-0,3,1.17,-3,6,-16,19,-25,15.00,17.92,752,13.06,"-15,035",-11,"17,494","165,565"
,-0.01%,0.04%,,-0.05%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.02%,0.02%,-0.02%,,,,,-15.04%,-10.45%,17.49%,165.57%
STERIS(STE.US),-65,112,-0.63,-177,0,311.31,30,10,33.33%,20,-2,11,1.27,-9,19,-30,42,-75,13.03,19.60,752,9.75,"-24,011",-65,"18,815","165,565"
,-0.06%,0.11%,,-0.18%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.02%,-0.03%,0.04%,-0.08%,,,,,-24.01%,-20.72%,18.81%,165.57%
Steel Dynamics(STLD.US),61,151,1.69,-90,0,183.29,30,15,50.00%,15,2,10,1.69,-6,54,-14,73,-35,14.70,18.80,752,10.60,"37,995",61,"107,310","165,565"
,0.06%,0.15%,,-0.09%,0.00%,,,,,,0.00%,0.01%,,-0.01%,0.05%,-0.01%,0.07%,-0.03%,,,,,38.00%,33.55%,107.31%,165.57%
State Street(STT.US),31,88,1.54,-57,0,124.36,32,12,37.50%,20,1,7,2.56,-3,28,-15,38,-32,12.50,19.58,752,8.25,"37,822",31,"106,840","165,565"
,0.03%,0.09%,,-0.06%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.03%,-0.02%,0.04%,-0.03%,,,,,37.82%,24.69%,106.84%,165.57%
Seagate(STX.US),214,328,2.87,-114,0,365.34,30,15,50.00%,15,7,22,2.87,-8,166,-29,244,-91,14.60,18.93,752,10.27,"134,379",214,"927,427","165,565"
,0.21%,0.33%,,-0.11%,0.00%,,,,,,0.01%,0.02%,,-0.01%,0.17%,-0.03%,0.24%,-0.09%,,,,,134.38%,58.48%,927.43%,165.57%
Constellation Brands(STZ.US),-42,84,-0.67,-126,0,249.79,25,10,40.00%,15,-2,8,1.00,-8,19,-39,35,-88,16.20,21.60,752,12.60,"-22,958",-42,"-30,859","165,565"
,-0.04%,0.08%,,-0.13%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.02%,-0.04%,0.03%,-0.09%,,,,,-22.96%,-16.69%,-30.86%,165.57%
Smurfit Westrock(SW.US),-8,17,-0.69,-25,0,54.2,22,7,31.82%,15,-0,2,1.48,-2,7,-5,14,-19,10.14,16.43,572,7.20,"-14,493",-8,"8,799","165,565"
,-0.01%,0.02%,,-0.02%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.01%,-0.02%,,,,,-14.49%,-14.10%,8.80%,165.57%
Stanley Black & Decker(SWK.US),-36,47,-0.56,-83,0,128.05,30,10,33.33%,20,-1,5,1.13,-4,13,-22,25,-58,12.70,16.90,752,10.60,"-38,310",-36,"-6,056","165,565"
,-0.04%,0.05%,,-0.08%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.02%,0.03%,-0.06%,,,,,-38.31%,-28.27%,-6.06%,165.57%
Skyworks Solutions(SWKS.US),-24,48,-0.67,-71,0,128.41,31,11,35.48%,20,-1,4,1.21,-4,19,-11,28,-46,12.23,19.64,752,8.15,"-22,379",-24,"-42,271","165,565"
,-0.02%,0.05%,,-0.07%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.02%,-0.01%,0.03%,-0.05%,,,,,-22.38%,-18.47%,-42.27%,165.57%
Synchrony(SYF.US),29,71,1.70,-42,0,51.57,24,11,45.83%,13,1,6,2.01,-3,14,-17,42,-26,18.42,26.55,752,11.54,"100,291",29,"165,665","165,565"
,0.03%,0.07%,,-0.04%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.01%,-0.02%,0.04%,-0.03%,,,,,100.29%,56.68%,165.67%,165.57%
Stryker(SYK.US),-30,125,-0.81,-155,0,402.31,29,10,34.48%,19,-1,13,1.54,-8,32,-25,50,-78,13.00,18.60,752,10.05,"-7,808",-30,"7,991","165,565"
,-0.03%,0.13%,,-0.16%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.03%,-0.02%,0.05%,-0.08%,,,,,-7.81%,-7.39%,7.99%,165.57%
Sysco Corp.(SYY.US),-4,38,-0.90,-42,0,98.88,34,11,32.35%,23,-0,3,1.89,-2,15,-5,18,-29,11.97,19.73,752,8.26,"-6,197",-4,106,"165,565"
,-0.00%,0.04%,,-0.04%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.02%,-0.00%,0.02%,-0.03%,,,,,-6.20%,-4.20%,0.11%,165.57%
AT&T(T.US),2,14,1.13,-13,0,28.01,32,12,37.50%,20,0,1,1.88,-1,4,-2,9,-9,12.97,21.50,752,7.85,"6,724",2,"43,615","165,565"
,0.00%,0.01%,,-0.01%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.00%,-0.00%,0.01%,-0.01%,,,,,6.72%,5.82%,43.62%,165.57%
Molson Coors - Class B(TAP.US),-34,12,-0.26,-46,0,86.12,28,6,21.43%,22,-1,2,0.96,-2,5,-11,9,-38,15.86,22.50,752,14.05,"-46,294",-34,"-27,021","165,565"
,-0.03%,0.01%,,-0.05%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.01%,-0.04%,,,,,-46.29%,-39.80%,-27.02%,165.57%
TransDigm Group(TDG.US),34,745,1.05,-710,0,"1,495.81",33,14,42.42%,19,1,53,1.42,-37,141,-114,320,-387,12.12,18.07,752,7.74,"11,281",34,"69,644","165,565"
,0.03%,0.74%,,-0.71%,0.00%,,,,,,0.00%,0.05%,,-0.04%,0.14%,-0.11%,0.32%,-0.39%,,,,,11.28%,2.30%,69.64%,165.57%
Teledyne Technologies(TDY.US),220,365,2.51,-145,0,475.79,24,10,41.67%,14,9,37,3.52,-10,128,-32,308,-119,18.58,26.60,752,12.86,"52,746",220,"53,824","165,565"
,0.22%,0.37%,,-0.15%,0.00%,,,,,,0.01%,0.04%,,-0.01%,0.13%,-0.03%,0.31%,-0.12%,,,,,52.75%,46.25%,53.82%,165.57%
Bio-Techne(TECH.US),35,72,1.93,-37,0,86.61,26,12,46.15%,14,1,6,2.25,-3,16,-5,46,-22,14.42,21.92,752,8.00,"67,118",35,"-29,861","165,565"
,0.03%,0.07%,,-0.04%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.05%,-0.02%,,,,,67.12%,40.02%,-29.86%,165.57%
TE Connectivity(TEL.US),63,130,1.94,-67,0,177.19,32,9,28.13%,23,2,14,4.97,-3,31,-8,93,-40,12.06,20.22,752,8.87,"49,719",63,"72,176","165,565"
,0.06%,0.13%,,-0.07%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.03%,-0.01%,0.09%,-0.04%,,,,,49.72%,35.53%,72.18%,165.57%
Teradyne(TER.US),183,263,3.28,-80,0,201.99,29,13,44.83%,16,6,20,4.04,-5,84,-18,190,-52,13.66,20.62,752,8.00,"115,552",183,"293,201","165,565"
,0.18%,0.26%,,-0.08%,0.00%,,,,,,0.01%,0.02%,,-0.01%,0.08%,-0.02%,0.19%,-0.05%,,,,,115.55%,90.40%,293.20%,165.57%
Truist Financial(TFC.US),20,38,2.08,-18,0,36.55,24,12,50.00%,12,1,3,2.08,-2,8,-3,22,-8,15.92,21.58,752,10.25,"65,833",20,"61,746","165,565"
,0.02%,0.04%,,-0.02%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.02%,-0.01%,,,,,65.83%,53.79%,61.75%,165.57%
Target(TGT.US),-71,60,-0.46,-131,0,201.58,32,9,28.13%,23,-2,7,1.17,-6,26,-24,30,-90,12.84,17.44,752,11.04,"-43,765",-71,"-19,537","165,565"
,-0.07%,0.06%,,-0.13%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.03%,-0.02%,0.03%,-0.09%,,,,,-43.76%,-35.34%,-19.54%,165.57%
TJX(TJX.US),32,56,2.38,-23,0,126.47,32,12,37.50%,20,1,5,3.97,-1,13,-6,42,-15,13.34,22.00,752,8.15,"32,242",32,"101,104","165,565"
,0.03%,0.06%,,-0.02%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.04%,-0.01%,,,,,32.24%,25.48%,101.10%,165.57%
TKO(TKO.US),49,134,1.57,-86,0,145.85,24,10,41.67%,14,2,13,2.20,-6,31,-15,107,-31,14.58,19.60,752,11.00,"34,875",49,"77,942","165,565"
,0.05%,0.13%,,-0.09%,0.00%,,,,,,0.00%,0.01%,,-0.01%,0.03%,-0.01%,0.11%,-0.03%,,,,,34.87%,33.48%,77.94%,165.57%
Thermo Fisher Scientific(TMO.US),-17,288,-0.94,-306,0,626.78,20,9,45.00%,11,-1,32,1.15,-28,75,-80,159,-188,22.65,31.78,752,15.18,"-6,543",-17,"-10,068","165,565"
,-0.02%,0.29%,,-0.31%,0.00%,,,,,,-0.00%,0.03%,,-0.03%,0.08%,-0.08%,0.16%,-0.19%,,,,,-6.54%,-2.78%,-10.07%,165.57%
T-Mobile US(TMUS.US),8,151,1.06,-143,0,225.52,32,11,34.38%,21,0,14,2.02,-7,47,-21,107,-103,13.44,19.45,752,10.29,"7,186",8,"29,282","165,565"
,0.01%,0.15%,,-0.14%,0.00%,,,,,,0.00%,0.01%,,-0.01%,0.05%,-0.02%,0.11%,-0.10%,,,,,7.19%,3.73%,29.28%,165.57%
Texas Pacific Land(TPL.US),-77,294,-0.79,-371,0,594.14,33,7,21.21%,26,-2,42,2.94,-14,156,-44,167,-347,12.09,21.14,752,9.65,"-18,255",-77,"155,194","165,565"
,-0.08%,0.29%,,-0.37%,0.00%,,,,,,-0.00%,0.04%,,-0.01%,0.16%,-0.04%,0.17%,-0.35%,,,,,-18.25%,-12.93%,155.19%,165.57%
Tapestry(TPR.US),77,107,3.55,-30,0,72.41,21,12,57.14%,9,4,9,2.66,-3,25,-15,106,-28,23.62,32.00,752,12.44,"147,335",77,"248,854","165,565"
,0.08%,0.11%,,-0.03%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.03%,-0.02%,0.11%,-0.03%,,,,,147.34%,106.39%,248.85%,165.57%
Targa Resources(TRGP.US),73,175,1.71,-102,0,164.05,30,11,36.67%,19,2,16,2.96,-5,49,-16,110,-77,13.37,23.55,752,7.47,"54,138",73,"213,094","165,565"
,0.07%,0.17%,,-0.10%,0.00%,,,,,,0.00%,0.02%,,-0.01%,0.05%,-0.02%,0.11%,-0.08%,,,,,54.14%,44.29%,213.09%,165.57%
Trimble(TRMB.US),-17,32,-0.66,-48,0,93.88,32,10,31.25%,22,-1,3,1.44,-2,13,-9,24,-25,12.38,17.90,752,9.86,"-22,741",-17,"45,575","165,565"
,-0.02%,0.03%,,-0.05%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.02%,-0.03%,,,,,-22.74%,-17.76%,45.58%,165.57%
T. Rowe Price Group(TROW.US),-5,57,-0.92,-62,0,123.41,33,13,39.39%,20,-0,4,1.42,-3,12,-10,22,-25,12.15,19.15,752,7.60,"-4,402",-5,"-10,572","165,565"
,-0.00%,0.06%,,-0.06%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.02%,-0.02%,,,,,-4.40%,-3.91%,-10.57%,165.57%
Travelers(TRV.US),67,134,1.98,-68,0,250.39,31,16,51.61%,15,2,8,1.86,-5,22,-13,89,-29,13.23,18.06,752,8.07,"28,490",67,"68,057","165,565"
,0.07%,0.13%,,-0.07%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.02%,-0.01%,0.09%,-0.03%,,,,,28.49%,26.59%,68.06%,165.57%
Tractor Supply(TSCO.US),-18,22,-0.55,-40,0,67.84,32,9,28.13%,23,-1,2,1.41,-2,7,-4,11,-21,13.13,18.56,752,11.00,"-32,741",-18,"-21,134","165,565"
,-0.02%,0.02%,,-0.04%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.01%,-0.00%,0.01%,-0.02%,,,,,-32.74%,-26.37%,-21.13%,165.57%
Tesla(TSLA.US),14,480,1.03,-466,0,412.66,27,11,40.74%,16,1,44,1.50,-29,86,-237,297,-332,17.00,21.18,752,14.13,"26,128",14,"135,354","165,565"
,0.01%,0.48%,,-0.47%,0.00%,,,,,,0.00%,0.04%,,-0.03%,0.09%,-0.24%,0.30%,-0.33%,,,,,26.13%,3.37%,135.35%,165.57%
Tyson Foods(TSN.US),2,24,1.11,-21,0,66.54,24,9,37.50%,15,0,3,1.85,-1,4,-4,16,-15,16.75,26.22,752,11.07,"3,500",2,"5,889","165,565"
,0.00%,0.02%,,-0.02%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.00%,-0.00%,0.02%,-0.02%,,,,,3.50%,3.53%,5.89%,165.57%
Trane Technologies(TT.US),91,259,1.54,-168,0,442.12,30,13,43.33%,17,3,20,2.01,-10,73,-29,130,-149,12.50,17.31,752,8.82,"32,315",91,"167,288","165,565"
,0.09%,0.26%,,-0.17%,0.00%,,,,,,0.00%,0.02%,,-0.01%,0.07%,-0.03%,0.13%,-0.15%,,,,,32.31%,20.56%,167.29%,165.57%
Trade Desk(TTD.US),-73,63,-0.46,-135,0,131.21,29,11,37.93%,18,-3,6,0.76,-8,21,-37,45,-91,12.62,20.00,752,8.11,"-70,245",-73,"-62,159","165,565"
,-0.07%,0.06%,,-0.14%,0.00%,,,,,,-0.00%,0.01%,,-0.01%,0.02%,-0.04%,0.05%,-0.09%,,,,,-70.24%,-55.28%,-62.16%,165.57%
Take-Two(TTWO.US),47,114,1.69,-68,0,230.9,26,12,46.15%,14,2,10,1.97,-5,33,-16,69,-39,13.04,19.58,752,7.43,"28,381",47,"75,098","165,565"
,0.05%,0.11%,,-0.07%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.03%,-0.02%,0.07%,-0.04%,,,,,28.38%,20.17%,75.10%,165.57%
Texas Instruments(TXN.US),28,138,1.25,-110,0,191.33,25,11,44.00%,14,1,13,1.59,-8,36,-13,74,-48,15.12,22.73,752,9.14,"14,371",28,"33,403","165,565"
,0.03%,0.14%,,-0.11%,0.00%,,,,,,0.00%,0.01%,,-0.01%,0.04%,-0.01%,0.07%,-0.05%,,,,,14.37%,14.40%,33.40%,165.57%
Textron(TXT.US),6,46,1.14,-41,0,95.06,29,10,34.48%,19,0,5,2.16,-2,8,-6,26,-26,14.52,20.40,752,11.42,"7,507",6,"31,714","165,565"
,0.01%,0.05%,,-0.04%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.03%,-0.03%,,,,,7.51%,5.79%,31.71%,165.57%
Tyler Technologies(TYL.US),-42,256,-0.86,-299,0,532.49,34,10,29.41%,24,-1,26,2.06,-12,79,-43,180,-226,10.56,18.40,752,7.29,"-6,036",-42,"-7,142","165,565"
,-0.04%,0.26%,,-0.30%,0.00%,,,,,,-0.00%,0.03%,,-0.01%,0.08%,-0.04%,0.18%,-0.23%,,,,,-6.04%,-7.94%,-7.14%,165.57%
United Airlines(UAL.US),28,96,1.42,-68,0,78.27,25,11,44.00%,14,1,9,1.80,-5,36,-12,62,-27,17.52,25.45,752,11.29,"48,776",28,"105,536","165,565"
,0.03%,0.10%,,-0.07%,0.00%,,,,,,0.00%,0.01%,,-0.00%,0.04%,-0.01%,0.06%,-0.03%,,,,,48.78%,36.17%,105.54%,165.57%
Uber(UBER.US),25,69,1.58,-44,0,58.69,27,17,62.96%,10,1,4,0.93,-4,18,-9,50,-25,14.70,18.47,752,8.30,"77,424",25,"146,349","165,565"
,0.03%,0.07%,,-0.04%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.02%,-0.01%,0.05%,-0.02%,,,,,77.42%,43.07%,146.35%,165.57%
UDR(UDR.US),-1,17,-0.96,-18,0,43.87,30,11,36.67%,19,-0,2,1.66,-1,5,-4,16,-10,13.60,21.09,752,9.26,"-2,482",-1,"-17,202","165,565"
,-0.00%,0.02%,,-0.02%,0.00%,,,,,,-0.00%,0.00%,,-0.00%,0.00%,-0.00%,0.02%,-0.01%,,,,,-2.48%,-1.50%,-17.20%,165.57%
Universal Health Services(UHS.US),61,158,1.63,-97,0,173.89,26,13,50.00%,13,2,12,1.63,-7,49,-31,92,-61,15.42,21.23,752,9.62,"41,788",61,"29,086","165,565"
,0.06%,0.16%,,-0.10%,0.00%,,,,,,0.00%,0.01%,,-0.01%,0.05%,-0.03%,0.09%,-0.06%,,,,,41.79%,35.07%,29.09%,165.57%
Ulta Beauty(ULTA.US),118,457,1.35,-340,0,445.45,26,10,38.46%,16,5,46,2.15,-21,105,-128,307,-199,16.15,22.50,752,12.19,"26,229",118,"4,470","165,565"
,0.12%,0.46%,,-0.34%,0.00%,,,,,,0.00%,0.05%,,-0.02%,0.10%,-0.13%,0.31%,-0.20%,,,,,26.23%,26.39%,4.47%,165.57%
UnitedHealth(UNH.US),17,344,1.05,-327,0,609.03,25,8,32.00%,17,1,43,2.24,-19,81,-60,138,-138,16.40,22.75,752,13.41,"15,913",17,"-26,870","165,565"
,0.02%,0.34%,,-0.33%,0.00%,,,,,,0.00%,0.04%,,-0.02%,0.08%,-0.06%,0.14%,-0.14%,,,,,15.91%,2.85%,-26.87%,165.57%
Union Pacific(UNP.US),76,151,2.02,-75,0,219.78,24,13,54.17%,11,3,12,1.71,-7,36,-17,88,-72,14.96,21.15,752,7.64,"39,340",76,"26,011","165,565"
,0.08%,0.15%,,-0.07%,0.00%,,,,,,0.00%,0.01%,,-0.01%,0.04%,-0.02%,0.09%,-0.07%,,,,,39.34%,34.78%,26.01%,165.57%
UPS(UPS.US),-41,35,-0.46,-75,0,171.17,22,8,36.36%,14,-2,4,0.80,-5,11,-12,21,-76,17.05,27.00,752,11.36,"-25,503",-41,"-46,100","165,565"
,-0.04%,0.03%,,-0.08%,0.00%,,,,,,-0.00%,0.00%,,-0.01%,0.01%,-0.01%,0.02%,-0.08%,,,,,-25.50%,-23.72%,-46.10%,165.57%
United Rentals(URI.US),361,632,2.33,-271,0,746.31,28,15,53.57%,13,13,42,2.02,-21,92,-45,381,-159,14.32,19.93,752,7.85,"89,568",361,"114,834","165,565"
,0.36%,0.63%,,-0.27%,0.00%,,,,,,0.01%,0.04%,,-0.02%,0.09%,-0.04%,0.38%,-0.16%,,,,,89.57%,48.36%,114.83%,165.57%
U.S. Bancorp(USB.US),19,46,1.70,-27,0,42.07,31,13,41.94%,18,1,4,2.35,-2,12,-6,29,-11,13.61,21.85,752,7.67,"49,145",19,"70,123","165,565"
,0.02%,0.05%,,-0.03%,0.00%,,,,,,0.00%,0.00%,,-0.00%,0.01%,-0.01%,0.03%,-0.01%,,,,,49.15%,44.78%,70.12%,165.57%
Visa(V.US),-18,145,-0.89,-163,0,341.17,35,11,31.43%,24,-1,13,1.95,-7,31,-15,86,-89,12.43,20.91,752,8.54,"-3,667",-18,"32,899","165,565"
